favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
NYM,TEX,NYM,TEX,-1.5,133,-143,653,542,0.13115083350070295,0.11077048845289189,235,206,0.04719823257682265,0.042100960555896176,22,14,0.004418557943362121,0.002861230329041488,135,156,0.027113878288813016,0.03188228080931944,1271,1221,0.2552721430006025,0.24954015941140403,523,424,0.10504117292629042,0.08665440425097078,1224,1114,0.246,0.228,4979,4893,0.324,0.293,0.383,0.371,0.707,0.664,4.05,3.43,1306.0,1317.1,587,502,0.11789515967061659,0.10259554465563049,1.34,1.17,5632,5410,1908,1816,17.0,15.79,147,146,2.43,2.88,8.76,8.34,3.6,2.9,8.43,7.61,4.5,3.7,0.93,1.07
SEA,LAA,LAA,SEA,-1.5,-100,-110,649,754,0.12810896170548755,0.14948453608247422,230,219,0.045400710619818395,0.043417922283901664,16,20,0.0031583103039873666,0.003965107057890563,175,207,0.034544018949861824,0.04103885804916733,1281,1167,0.25286221871298853,0.23136399682791436,429,570,0.08468219502566127,0.11300555114988105,1234,1308,0.244,0.259,5066,5044,0.309,0.337,0.399,0.434,0.708,0.771,3.93,4.78,1337.2,1312.1,584,697,0.11527832609553888,0.13818398096748613,1.24,1.43,5636,5731,2021,2188,16.2,16.81,148,148,2.99,2.05,8.62,8.0,2.89,3.91,8.3,8.97,4.37,5.17,1.18,1.42
LAD,SF,LAD,SF,-1.5,152,-175,632,606,0.12932269285860445,0.12267206477732794,231,256,0.047268262737875995,0.051821862348178135,24,19,0.004910988336402701,0.0038461538461538464,165,126,0.03376304481276857,0.025506072874493926,1337,1240,0.2735829752404338,0.25101214574898784,498,458,0.10190300798035605,0.09271255060728745,1155,1215,0.236,0.246,4887,4940,0.312,0.316,0.395,0.382,0.707,0.698,4.03,3.73,1303.1,1301.2,584,540,0.11950071618579906,0.10931174089068826,1.27,1.29,5506,5516,1929,1887,16.59,16.38,147,146,2.68,2.71,9.23,8.57,3.44,3.17,7.98,8.4,4.36,4.19,1.14,0.87
WAS,PIT,PIT,WAS,-1.5,197,-214,803,605,0.1600877192982456,0.12306753458096013,244,267,0.04864433811802233,0.05431244914564687,27,20,0.005382775119617225,0.0040683482506102524,191,140,0.03807814992025518,0.028478437754271765,1123,1180,0.2238835725677831,0.24003254678600489,506,435,0.10087719298245613,0.08848657445077299,1338,1167,0.267,0.237,5016,4916,0.34,0.306,0.44,0.385,0.78,0.691,5.3,3.89,1288.1,1305.2,758,564,0.1511164274322169,0.11472742066720912,1.43,1.23,5675,5477,2209,1894,17.1,16.26,147,147,2.22,2.71,7.85,8.13,3.53,3.0,9.35,8.04,5.61,4.17,1.33,0.97
TOR,BAL,BAL,TOR,-1.5,124,-134,657,713,0.1333468642175766,0.141665010927876,225,228,0.045666734321087886,0.04530101331213988,13,26,0.002638522427440633,0.0051659050268229685,194,197,0.03937487314796022,0.039141665010927876,1302,1209,0.26425816927136186,0.24021458374726803,465,475,0.09437791759691495,0.09437711106695808,1178,1307,0.239,0.26,4927,5033,0.311,0.326,0.408,0.433,0.719,0.759,4.17,4.59,1305.0,1301.0,605,663,0.12279277450781409,0.1317305781839857,1.26,1.37,5514,5612,2011,2178,16.46,16.63,145,146,2.8,2.55,8.98,8.36,3.21,3.29,8.12,9.04,4.53,4.93,1.34,1.36
MIL,STL,STL,MIL,-1.5,136,-149,578,683,0.11764705882352941,0.1354889902797064,210,252,0.04274374109505394,0.049990081333068835,17,32,0.0034602076124567475,0.006347946835945249,152,152,0.030938326887848564,0.030152747470739934,1299,1088,0.2644005699165479,0.21583019242213847,488,420,0.09932831263993487,0.0833168022217814,1133,1304,0.231,0.259,4913,5041,0.306,0.318,0.373,0.412,0.679,0.73,3.62,4.27,1315.2,1308.2,529,621,0.10767351923468349,0.12318984328506248,1.23,1.32,5511,5577,1833,2076,16.47,15.98,148,146,2.66,2.59,8.89,7.48,3.34,2.89,7.75,8.97,3.95,4.7,1.04,1.05
NYY,BOS,NYY,BOS,-1.5,123,-128,636,623,0.12911084043848964,0.12435129740518962,226,198,0.04587900933820544,0.03952095808383234,21,8,0.004263093788063338,0.0015968063872255488,159,151,0.03227771010962241,0.030139720558882234,1305,1226,0.26492082825822166,0.24471057884231537,515,483,0.1045473000406009,0.09640718562874251,1138,1226,0.231,0.245,4926,5010,0.309,0.318,0.382,0.378,0.691,0.696,3.99,3.73,1306.2,1323.1,579,549,0.11753958587088915,0.10958083832335329,1.27,1.29,5539,5624,1883,1893,16.62,16.28,147,146,2.53,2.54,8.99,8.34,3.55,3.28,7.84,8.34,4.38,4.24,1.1,1.03
HOU,ATL,HOU,ATL,-1.5,132,-139,605,683,0.12244484922080551,0.13809138697937728,222,230,0.044930176077717064,0.04650222401940962,16,21,0.0032382108884841127,0.004245855236554792,179,181,0.03622748431491601,0.03659522846744844,1392,1269,0.2817243472981178,0.25657096643752525,463,490,0.093705727585509,0.09906995551961181,1142,1222,0.231,0.247,4941,4946,0.302,0.321,0.391,0.412,0.693,0.733,3.84,4.46,1320.0,1302.0,563,645,0.1139445456385347,0.13040841083704002,1.22,1.31,5526,5554,1933,2037,16.32,16.74,145,146,3.01,2.59,9.49,8.77,3.16,3.39,7.79,8.45,4.13,4.72,1.22,1.25
DET,MIA,DET,MIA,-1.5,132,-144,628,743,0.12697128993125759,0.14707046714172606,219,264,0.04427820460978569,0.052256532066508314,17,23,0.0034371209057824505,0.004552652414885194,172,177,0.034775576223210675,0.03503562945368171,1249,1167,0.2525272947836636,0.23099762470308788,435,460,0.08794985847149211,0.09105304829770387,1191,1268,0.241,0.251,4946,5052,0.308,0.319,0.396,0.417,0.704,0.736,3.93,4.73,1311.2,1312.1,573,690,0.11585119288313789,0.13657957244655583,1.24,1.32,5497,5639,1960,2109,16.19,16.66,147,148,2.87,2.54,8.57,8.0,2.98,3.15,8.17,8.7,4.31,5.1,1.18,1.21
MIN,ARI,ARI,MIN,-1.5,155,-171,710,714,0.14168828577130313,0.1409117821195974,251,297,0.05008980243464378,0.0586145648312611,13,27,0.002594292556375973,0.0053285968028419185,178,177,0.03552185192576332,0.03493191237418591,1227,1168,0.24486130512871682,0.23051115058219854,419,459,0.08361604470165636,0.0905861456483126,1301,1283,0.26,0.253,5011,5067,0.322,0.32,0.421,0.427,0.743,0.747,4.61,4.51,1292.0,1316.0,662,659,0.13210935940929955,0.13005723307677128,1.33,1.32,5566,5635,2112,2165,16.82,16.48,146,148,2.93,2.54,8.55,7.99,2.92,3.14,9.06,8.77,4.95,4.88,1.24,1.21
CHC,TB,CHC,TB,-1.5,192,-199,597,610,0.12213584288052373,0.1250768915316793,205,203,0.04193944353518821,0.04162394914906705,20,12,0.004091653027823241,0.002460529013737954,180,188,0.036824877250409165,0.038548287881894606,1125,1291,0.2301554828150573,0.2647119130613082,372,424,0.07610474631751228,0.08693869181874103,1177,1153,0.241,0.236,4888,4877,0.299,0.304,0.401,0.399,0.7,0.703,3.86,3.9,1304.0,1300.1,559,563,0.11436170212765957,0.11543981956120566,1.19,1.21,5372,5403,1962,1944,15.71,15.98,147,146,3.02,3.04,7.76,8.94,2.57,2.93,8.12,7.98,4.12,4.22,1.24,1.3
PHI,KAN,KAN,PHI,-1.5,145,-161,587,578,0.11723586978230477,0.11620426216324889,226,235,0.0451368084681446,0.04724567752312023,14,24,0.0027960854803275414,0.0048250904704463205,154,150,0.030756940283602957,0.030156815440289506,1352,1159,0.2700219692430597,0.23301166063530357,401,440,0.08008787697223886,0.08845999195818255,1221,1204,0.244,0.242,5007,4974,0.305,0.308,0.387,0.389,0.692,0.697,3.77,3.7,1313.1,1313.0,550,540,0.10984621529858199,0.10856453558504221,1.24,1.25,5497,5495,1937,1937,16.18,16.24,146,148,3.37,2.63,9.26,7.94,2.75,3.02,8.37,8.25,4.02,3.96,1.06,1.03
CLE,CWS,CWS,CLE,-1.5,131,-146,608,677,0.12360235820288677,0.13746192893401016,225,267,0.0457410042691604,0.054213197969543145,18,21,0.003659280341532832,0.004263959390862944,156,168,0.03171376295995121,0.03411167512690355,1216,1150,0.24720471640577354,0.233502538071066,495,546,0.10063020939215288,0.11086294416243654,1194,1217,0.243,0.247,4919,4925,0.316,0.328,0.391,0.412,0.707,0.74,3.83,4.22,1306.0,1295.1,556,608,0.11303110388290302,0.12345177664974619,1.29,1.36,5520,5604,1923,2030,16.56,16.85,145,148,2.46,2.11,8.38,7.99,3.41,3.79,8.23,8.46,4.19,4.7,1.08,1.17
SD,COL,SD,COL,-1.5,-150,135,569,935,0.11722290894107952,0.1798076923076923,185,307,0.03811289658014009,0.05903846153846154,15,30,0.0030902348578491965,0.0057692307692307696,159,225,0.032756489493201486,0.04326923076923077,1289,997,0.26555418211784093,0.19173076923076923,482,509,0.09929954676555418,0.09788461538461539,1093,1545,0.225,0.297,4854,5200,0.3,0.363,0.368,0.498,0.668,0.861,3.63,5.95,1308.0,1289.1,527,853,0.10857025133910177,0.16403846153846155,1.2,1.59,5457,5839,1785,2587,16.29,17.05,146,148,2.67,1.96,8.87,6.96,3.32,3.55,7.52,10.78,3.92,6.53,1.09,1.57
CIN,OAK,CIN,OAK,-1.5,140,-158,627,755,0.12777664560831464,0.14998013508144617,253,268,0.05155899735072346,0.05323798172427493,18,18,0.0036682290605257795,0.003575685339690107,174,205,0.03545954758508253,0.040723083035359556,1244,1229,0.2535153861830039,0.244139849026619,456,519,0.09292846953331975,0.1030989272943981,1154,1270,0.235,0.252,4907,5034,0.305,0.328,0.4,0.435,0.705,0.763,3.91,4.78,1302.0,1313.1,565,697,0.11514163439983696,0.13845848232022248,1.24,1.36,5492,5698,1965,2189,16.58,17.26,144,148,2.73,2.37,8.6,8.42,3.15,3.56,7.98,8.7,4.33,5.17,1.2,1.4
